Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
51478.0,899.728,372.08218,176.8809,2.1035745,0.8797799,52176.0,256.0153,0.7879085,0.9866222,0.7991146,0.6880611,0.0072279847,0.000999321,0.4734281,0.99589133,HOROZ
57948.0,969.322,396.57407,186.89078,2.121956,0.8819926,58675.0,271.62784,0.6910665,0.98760974,0.7750187,0.684936,0.0068436195,0.0009291066,0.4691373,0.9954888,HOROZ
166265.0,1527.732,568.56726,374.04663,1.5200438,0.75312644,167521.0,460.10342,0.75575,0.99250245,0.8951923,0.80923307,0.0034196451,0.00090459717,0.6548581,0.99541306,BOMBAY
70983.0,1026.807,391.91388,231.70102,1.6914637,0.80652213,71829.0,300.62994,0.7591115,0.988222,0.8460316,0.7670817,0.0055212355,0.0011791864,0.58841425,0.9952814,CALI
48479.0,836.757,312.35458,199.05928,1.5691535,0.77062714,49080.0,248.44592,0.678398,0.9877547,0.87009126,0.7953971,0.0064430903,0.0015907796,0.6326566,0.99273527,SIRA
34278.0,680.215,249.9912,175.0467,1.4281399,0.7139355,34637.0,208.91171,0.75200737,0.98963535,0.9309641,0.8356763,0.0072930506,0.002194024,0.6983549,0.99734855,DERMASON
44495.0,793.424,296.39862,191.4148,1.5484625,0.76350504,45063.0,238.01848,0.7870207,0.9873954,0.88819927,0.803035,0.006661392,0.0017087661,0.6448652,0.9985496,SEKER
74367.0,1051.933,413.34128,231.10585,1.7885365,0.8290892,75062.0,307.71252,0.7356223,0.990741,0.84452784,0.7444515,0.0055581275,0.001053062,0.5542081,0.99122137,CALI
29817.0,654.94,249.93938,153.51277,1.6281341,0.7891504,30306.0,194.844,0.76110375,0.9838646,0.87351584,0.77956504,0.008382445,0.0019096768,0.6077216,0.98945236,DERMASON
42159.0,772.237,295.14273,182.20471,1.6198413,0.78669304,42600.0,231.68622,0.7889625,0.98964787,0.88838035,0.78499717,0.007000705,0.0016398117,0.6162206,0.9981796,DERMASON
51456.0,852.194,319.66165,205.5987,1.5547843,0.76571834,52005.0,255.96057,0.7551733,0.9894433,0.8903668,0.80072343,0.0062123295,0.0015753043,0.64115804,0.9968625,SIRA
43429.0,784.981,292.78217,189.34338,1.5463026,0.7627411,43970.0,235.15,0.73041475,0.9876962,0.88566893,0.80315685,0.006741628,0.0017303979,0.6450609,0.99745935,SIRA
48217.0,852.619,333.8197,186.46924,1.7902132,0.8294421,49133.0,247.77367,0.67332774,0.98135674,0.8334893,0.742238,0.006923278,0.0012961769,0.55091727,0.98625934,HOROZ
60844.0,974.219,392.3622,198.61165,1.9755247,0.86241925,61674.0,278.33252,0.68991166,0.98654217,0.8055907,0.7093764,0.006448659,0.0010072938,0.5032149,0.99411345,HOROZ
68062.0,1016.666,375.28067,232.54834,1.6137749,0.78486633,69176.0,294.3794,0.7373838,0.98389614,0.8274809,0.7844246,0.005513806,0.0012877635,0.615322,0.9929912,BARBUNYA
67796.0,1020.867,404.65933,215.61273,1.8767878,0.84622526,69042.0,293.8036,0.77715623,0.981953,0.8174771,0.7260517,0.005968779,0.0010231407,0.527151,0.9893506,CALI
48892.0,825.048,312.50348,199.74884,1.5644821,0.7690495,49353.0,249.50195,0.82055587,0.9906591,0.90258735,0.79839736,0.00639171,0.0016020396,0.63743836,0.9972609,SIRA
67353.0,1055.855,437.67078,197.01692,2.2214882,0.89295363,68034.0,292.8421,0.6372694,0.9899903,0.75920355,0.66909224,0.006498163,0.00080336764,0.44768444,0.9945257,HOROZ
41607.0,756.279,288.94125,183.68132,1.5730572,0.77193224,41983.0,230.16446,0.70820427,0.991044,0.9141389,0.79657876,0.0069445344,0.0017247963,0.63453776,0.9981642,SEKER
49163.0,834.536,314.35803,200.29842,1.5694485,0.77072614,49827.0,250.19247,0.74038434,0.9866739,0.8870704,0.79588383,0.0063941996,0.0015825764,0.6334311,0.9941374,SIRA
54085.0,940.816,389.93106,177.60574,2.1954868,0.8902461,54839.0,262.4179,0.60019755,0.98625064,0.76785165,0.67298543,0.0072095967,0.000912249,0.45290938,0.9943566,HOROZ
82843.0,1116.382,429.199,248.06604,1.7301804,0.8160549,84069.0,324.77527,0.7549094,0.98541677,0.83529526,0.75670093,0.005180872,0.0010478032,0.5725963,0.9906949,CALI
32032.0,662.22,243.30745,167.77829,1.4501724,0.72421604,32373.0,201.9515,0.72982454,0.98946655,0.9178873,0.830026,0.0075957617,0.0022239133,0.68894315,0.9990864,DERMASON
39545.0,730.923,265.87057,189.8815,1.4001921,0.6999542,39902.0,224.38863,0.7277328,0.9910531,0.9301611,0.8439769,0.0067232414,0.0021041695,0.712297,0.9973526,DERMASON
40619.0,750.107,276.45743,187.36241,1.4755223,0.7353144,41042.0,227.4153,0.74475616,0.98969346,0.9071783,0.82260513,0.006806111,0.0019224031,0.6766792,0.9984553,SIRA
47368.0,813.385,306.41345,197.40356,1.5522184,0.76482403,47773.0,245.5826,0.8082173,0.99152243,0.8997101,0.80147463,0.006468786,0.0016464995,0.6423615,0.99708545,SIRA
35879.0,698.476,265.36475,172.37692,1.5394448,0.7602891,36174.0,213.73479,0.7901471,0.99184495,0.9241601,0.80543774,0.0073961024,0.0019200415,0.64873,0.998684,DERMASON
38117.0,699.123,238.59401,203.5958,1.1719005,0.52139616,38406.0,220.29996,0.7677449,0.99247515,0.97998947,0.9233256,0.0062595173,0.0028063385,0.8525301,0.99908054,SEKER
50919.0,841.48,313.91678,207.10544,1.5157342,0.75148845,51415.0,254.62146,0.806446,0.990353,0.9036539,0.8111113,0.006165023,0.0016460242,0.6579015,0.9972038,SIRA
40459.0,726.133,250.05171,206.26428,1.212288,0.5652984,40829.0,226.96695,0.75856835,0.9909378,0.9642567,0.9076801,0.006180373,0.0025877699,0.8238831,0.99878365,SEKER
37256.0,693.806,245.93398,193.07607,1.2737672,0.61940354,37502.0,217.79764,0.77506864,0.99344033,0.97259045,0.88559395,0.006601191,0.0025046128,0.7842766,0.9989859,SEKER
41506.0,732.16,253.96176,208.24603,1.2195275,0.5723783,41795.0,229.88493,0.8040215,0.9930853,0.9729908,0.90519506,0.0061186757,0.0025339958,0.8193781,0.9992541,SEKER
57883.0,970.771,412.5618,179.33047,2.3005672,0.9005872,58410.0,271.47546,0.6694772,0.9909776,0.77184004,0.6580237,0.0071275122,0.0008242975,0.43299523,0.99613464,HOROZ
38085.0,738.65,282.29425,172.19165,1.639419,0.79242283,38558.0,220.20746,0.77220196,0.98773277,0.87717533,0.78006357,0.007412216,0.0016929645,0.60849917,0.9975851,DERMASON
47959.0,949.132,328.45053,190.11766,1.7276171,0.81544685,50202.0,247.10988,0.6415748,0.9553205,0.669001,0.7523504,0.0068485695,0.001353506,0.5660311,0.977885,HOROZ
70827.0,1018.237,387.5777,236.27357,1.6403768,0.79269683,72309.0,300.2994,0.6984016,0.97950464,0.858442,0.77481085,0.0054721744,0.001216529,0.60033184,0.9847705,CALI
46448.0,777.498,278.58765,212.4825,1.3111086,0.64673674,46761.0,243.186,0.78768146,0.9933064,0.9655579,0.87292457,0.0059978394,0.0021482336,0.76199734,0.9990613,SEKER
82831.0,1106.714,420.29507,252.15654,1.6668022,0.8000366,83834.0,324.75177,0.7483557,0.98803586,0.8498298,0.77267563,0.005074128,0.0011156552,0.5970276,0.9951269,CALI
83431.0,1088.656,424.5507,251.81912,1.6859351,0.8050974,84489.0,325.92584,0.7292856,0.98747766,0.8846184,0.7676959,0.0050886446,0.0010902819,0.589357,0.9936177,CALI
55387.0,883.864,328.45682,215.2324,1.5260565,0.75538284,55945.0,265.55774,0.8026404,0.99002594,0.8909366,0.80850124,0.005930215,0.0015630504,0.65367424,0.9975439,BARBUNYA
45010.0,797.835,289.79703,198.08337,1.4630053,0.72992754,45724.0,239.39197,0.7090534,0.9843846,0.88857216,0.8260677,0.006438503,0.0018493846,0.6823878,0.99833703,SEKER
66178.0,1002.393,394.51404,216.16997,1.8250178,0.83651775,66871.0,290.2765,0.7962604,0.9896368,0.8276514,0.73578244,0.005961408,0.0010777704,0.54137576,0.9880204,HOROZ
36663.0,693.978,250.69917,186.88202,1.3414837,0.66656905,36945.0,216.05736,0.7483772,0.992367,0.9566354,0.86181915,0.0068379343,0.0023268547,0.7427323,0.9963632,DERMASON
61453.0,964.166,369.29617,213.1988,1.7321682,0.8165242,62238.0,279.722,0.8023318,0.9873871,0.8307098,0.75744617,0.0060094083,0.0012201653,0.57372475,0.9937877,CALI
30595.0,641.833,234.1967,166.485,1.4067136,0.70331657,30939.0,197.36961,0.77826107,0.98888135,0.9332892,0.84275144,0.0076547377,0.0023818156,0.71023,0.9990902,DERMASON
29346.0,631.556,235.80914,158.64331,1.4864109,0.7398594,29687.0,193.29897,0.7161753,0.98851347,0.9245599,0.8197263,0.008035478,0.0022380357,0.67195123,0.99879557,DERMASON
44452.0,796.857,286.69016,198.90276,1.4413583,0.72017735,45243.0,237.90343,0.7056769,0.98251665,0.87971175,0.8298277,0.006449432,0.0018864833,0.688614,0.9925396,SIRA
49321.0,874.398,351.67813,179.67525,1.9572989,0.8596353,49963.0,250.5942,0.7112409,0.9871505,0.8106314,0.71256685,0.0071303938,0.0011339549,0.5077515,0.9938215,HOROZ
46732.0,830.8,310.88412,192.46326,1.6152909,0.78532517,47421.0,243.92833,0.6692732,0.9854706,0.85080737,0.7846278,0.0066524893,0.0015553162,0.61564076,0.9944389,SIRA
37366.0,700.27,238.96411,199.22708,1.199456,0.55220056,37744.0,218.11893,0.76207376,0.98998517,0.9575367,0.91276854,0.0063952287,0.0027382842,0.83314645,0.9993225,SEKER
68133.0,1001.023,356.17844,244.35918,1.457602,0.7275466,69129.0,294.5329,0.7048946,0.9855921,0.85443544,0.8269251,0.005227694,0.0015078377,0.6838051,0.9967158,BARBUNYA
34394.0,669.762,230.92113,189.90526,1.2159806,0.56893647,34730.0,209.26491,0.78168184,0.9903254,0.9634996,0.90621805,0.006713995,0.0027931333,0.8212312,0.9986013,SEKER
36171.0,702.747,258.20157,179.02725,1.4422473,0.7205891,36626.0,214.60277,0.709792,0.98757714,0.920391,0.8311443,0.007138359,0.0021012796,0.69080085,0.99630564,DERMASON
54503.0,918.795,369.9599,188.30301,1.9647052,0.860777,55142.0,263.43002,0.6367917,0.9884117,0.81132156,0.7120502,0.0067878813,0.0010763573,0.5070155,0.996136,HOROZ
26127.0,590.039,216.87294,153.79959,1.4101009,0.7050384,26350.0,182.3895,0.7199901,0.991537,0.94305706,0.84099704,0.008300722,0.0025613764,0.707276,0.99733055,DERMASON
47189.0,804.934,304.39017,197.89687,1.5381252,0.7598126,47596.0,245.11813,0.8106404,0.9914489,0.9152297,0.80527616,0.0064504473,0.0016732044,0.6484697,0.9974276,SIRA
41204.0,760.847,277.6404,189.58904,1.4644328,0.73055094,41737.0,229.04707,0.74515337,0.9872296,0.8944469,0.8249774,0.006738191,0.0019252686,0.68058777,0.9966751,SIRA
46794.0,864.065,356.43698,168.45206,2.115955,0.88127714,47586.0,244.09009,0.6088212,0.9833565,0.7876027,0.68480575,0.007617151,0.001033337,0.4689589,0.992296,HOROZ
95349.0,1276.178,483.69125,252.01723,1.9192785,0.85353893,96842.0,348.42807,0.6926665,0.98458314,0.73570466,0.72035223,0.0050728507,0.0008425806,0.5189073,0.9959277,BARBUNYA
39436.0,717.903,242.90956,207.02739,1.173321,0.52308303,39765.0,224.07918,0.7624019,0.9917264,0.9615485,0.9224798,0.006159589,0.0027514333,0.850969,0.99845976,SEKER
81718.0,1091.632,413.18234,254.23526,1.6251968,0.78828514,82978.0,322.56253,0.72477806,0.98481524,0.86173767,0.78067845,0.0050561973,0.0011584905,0.6094588,0.99049056,CALI
37248.0,705.116,232.27103,204.47899,1.1359164,0.47433114,37661.0,217.77426,0.78137195,0.98903376,0.9414379,0.9375868,0.006235799,0.0029724722,0.87906903,0.99854887,SEKER
32708.0,680.721,259.80215,161.04233,1.6132537,0.78470826,33247.0,204.07135,0.6988889,0.983788,0.88700396,0.7854876,0.007943076,0.0018652016,0.61699075,0.9953626,DERMASON
28912.0,630.948,233.88815,157.75734,1.4825817,0.7382757,29305.0,191.86427,0.79559714,0.9865893,0.91264284,0.8203249,0.008089657,0.0022597138,0.672933,0.9976781,DERMASON
31408.0,648.687,235.23112,170.71695,1.3779013,0.68796766,31740.0,199.97476,0.81155527,0.98954004,0.93795013,0.85012037,0.007489529,0.0024129923,0.72270465,0.9958157,DERMASON
32107.0,669.826,243.81729,167.80742,1.452959,0.7254729,32510.0,202.18779,0.7949048,0.98760384,0.89926064,0.82925946,0.007593898,0.0022151659,0.68767124,0.999158,DERMASON
52502.0,895.985,349.76224,192.65074,1.8155249,0.83463407,53247.0,258.54907,0.6620765,0.9860086,0.82183427,0.7392138,0.006661884,0.0012270355,0.5464371,0.99207014,HOROZ
60211.0,999.348,403.1209,191.74225,2.1024103,0.8796376,61166.0,276.8809,0.60617137,0.98438674,0.75762135,0.6868433,0.0066951374,0.0009191151,0.47175372,0.9918199,HOROZ
35532.0,676.181,231.107,195.8802,1.1798385,0.5306778,35820.0,212.69873,0.7916407,0.9919598,0.9765705,0.9203474,0.0065041934,0.0028785937,0.84703934,0.9993696,SEKER
67113.0,1031.777,416.76172,206.41307,2.0190666,0.8687343,67797.0,292.31992,0.6127922,0.9899111,0.7922182,0.7014078,0.006209851,0.00092713546,0.49197286,0.9933259,HOROZ
35947.0,711.184,266.47903,172.17314,1.5477387,0.76324946,36360.0,213.93724,0.81184787,0.9886414,0.8931174,0.8028295,0.0074131093,0.0018996496,0.64453524,0.9975721,DERMASON
25148.0,585.498,207.37328,155.48424,1.3337253,0.66168773,25433.0,178.93973,0.7144318,0.9887941,0.92185473,0.86288714,0.008246114,0.0028199742,0.74457425,0.9930576,DERMASON
34099.0,670.159,237.7722,183.22493,1.2977066,0.63733095,34376.0,208.36554,0.8006716,0.99194205,0.9541042,0.8763242,0.0069729965,0.0025366375,0.76794404,0.9965661,SIRA
27632.0,612.837,226.75635,155.67682,1.456584,0.72709405,27962.0,187.56906,0.7758311,0.9881983,0.9245539,0.8271833,0.008206295,0.0023699214,0.68423223,0.99664164,DERMASON
71468.0,1024.863,405.70502,226.23413,1.7932972,0.83008826,72169.0,301.65524,0.7864862,0.9902867,0.85504675,0.7435334,0.005676737,0.0010702382,0.5528419,0.99140984,CALI
39301.0,729.001,250.59154,200.08005,1.2524563,0.6020863,39776.0,223.6953,0.7649681,0.98805815,0.92930275,0.892669,0.0063762125,0.002497494,0.796858,0.9980299,SEKER
93262.0,1206.743,410.5614,290.60162,1.412798,0.7063976,94988.0,344.59378,0.7297268,0.9818293,0.80479455,0.83932334,0.0044022365,0.0013476291,0.7044637,0.99526495,BARBUNYA
80355.0,1090.694,423.1654,244.89395,1.7279537,0.81552684,81839.0,319.86118,0.7826379,0.98186684,0.8488226,0.7558774,0.005266199,0.001060431,0.57135063,0.9872674,CALI
39314.0,734.483,274.4534,182.53459,1.5035692,0.7467685,39655.0,223.7323,0.78706706,0.99140084,0.91578513,0.81519234,0.00698106,0.0019016976,0.6645385,0.99917966,DERMASON
52323.0,910.584,380.39865,176.2155,2.1587129,0.8862334,52911.0,258.10794,0.82217157,0.988887,0.79298043,0.6785196,0.0072701997,0.0009505516,0.46038884,0.9938473,HOROZ
